msisdn,window,call_count,sms_count,data_count,unique_callees,avg_duration,interarrival_mean,domain_entropy,imei_shared_count,label,degree,in_deg,out_deg,clustering,call_sms_ratio,calls_per_callee
9102233270,489221,-0.320934080532913,1.9025741284958608,-0.45906025313090193,1.6496599566420702,-0.3210333101635753,-0.8443396044388017,1.924347368514246,0.0,spam_sms,-0.00460791021838847,0.7993717964042026,-0.5123514856578391,0.7138317389027113,-0.35020365460189945,-1.2273978149274112
9102233270,489222,-0.320934080532913,-0.4206878234719262,3.5970495890867387,-0.5313446365440038,4.218054283063912,0.4578328471757894,-0.5201279060961602,0.0,normal,-0.00460791021838847,0.7993717964042026,-0.5123514856578391,0.7138317389027113,-0.35020348083256614,-0.5052123090933708
9102233270,489223,-0.06779160795833537,-0.5036614646136329,-0.45906025313090193,-0.5313446365440038,-0.3300983740722521,0.09273006485600215,-0.5201279060961602,0.0,normal,-0.00460791021838847,0.7993717964042026,-0.5123514856578391,0.7138317389027113,-0.3502029222886343,0.30724641506098727
9102233270,489224,-0.5740765531074906,-0.3377141823302195,-0.45906025313090193,-0.5313446365440038,-0.3364730662739279,0.12981725493363291,-0.5201279060961602,0.0,normal,-0.00460791021838847,0.7993717964042026,-0.5123514856578391,0.7138317389027113,-0.3502036670140009,-1.3176710332477288
9104792474,489221,-0.320934080532913,1.9025741284958608,-0.45906025313090193,1.9222855307903295,-0.3148406832845578,-0.8443396044388017,1.924347368514246,0.0,spam_sms,0.3808181800485455,0.7993717964042026,-0.03968212486957761,0.21093896067590723,-0.35020365460189945,-1.2364251364585324
9104792474,489222,-0.06779160795833537,-0.5036614646136329,-0.45906025313090193,-0.5313446365440038,-0.33071496348711255,-0.5723668772028428,-0.5201279060961602,0.0,normal,0.3808181800485455,0.7993717964042026,-0.03968212486957761,0.21093896067590723,-0.3502029222886343,0.30724641506098727
9104792474,489223,-0.320934080532913,-0.5866351057553395,3.5970495890867387,-0.7130950193095099,2.4191359366747234,1.1740276955638145,-0.5201279060961602,0.0,normal,0.3808181800485455,0.7993717964042026,-0.03968212486957761,0.21093896067590723,0.022159388674070142,1.1197035142995222
9104792474,489224,-0.06779160795833537,-0.5036614646136329,-0.45906025313090193,-0.5313446365440038,-0.3315105836127592,1.2523228746165906,-0.5201279060961602,0.0,normal,0.3808181800485455,0.7993717964042026,-0.03968212486957761,0.21093896067590723,-0.3502029222886343,0.30724641506098727
9104792474,489225,-0.5740765531074906,-0.3377141823302195,-0.45906025313090193,-0.5313446365440038,-0.3364730662739279,1.126226428352646,-0.5201279060961602,0.0,normal,0.3808181800485455,0.7993717964042026,-0.03968212486957761,0.21093896067590723,-0.3502036670140009,-1.3176710332477288
9105102535,489221,0.4384933371908199,1.9855477696375674,-0.45906025313090193,2.1040359135558355,-0.33632284553579983,-0.8434669646722693,1.924347368514246,0.0,spam_sms,0.284461657481812,-2.5562067630739596,1.9691626584805337,-2.258818430478993,-0.35020361896715657,-1.0129989196535076
9105102535,489222,3.982487953234907,-0.5866351057553395,-0.45906025313090193,0.8317832341972925,-0.3352425941954124,-0.7701664267381853,-0.5201279060961602,0.0,wangiri,0.284461657481812,-2.5562067630739596,1.9691626584805337,-2.258818430478993,6.352331335371279,1.1197058162642446
9105102535,489223,-0.5740765531074906,-0.5036614646136329,-0.45906025313090193,-0.7130950193095099,-0.3364730662739279,-0.8921408716499704,-0.5201279060961602,0.0,normal,0.284461657481812,-2.5562067630739596,1.9691626584805337,-2.258818430478993,-0.3502036670140009,-1.3176710332477288
9105102535,489224,-0.06779160795833537,-0.5866351057553395,-0.45906025313090193,-0.6222198279267568,-0.31915577784480026,3.253382819249646,-0.5201279060961602,0.0,normal,0.284461657481812,-2.5562067630739596,1.9691626584805337,-2.258818430478993,0.39452244436214123,1.1197047329861864
9105102535,489225,-0.06779160795833537,-0.3377141823302195,3.5970495890867387,-0.34959425377849757,3.489508977816421,-0.1839129011304732,-0.5201279060961602,0.0,normal,0.284461657481812,-2.5562067630739596,1.9691626584805337,-2.258818430478993,-0.3502034187720466,-0.3427204342691293
9107976160,489221,-0.5740765531074906,1.9025741284958608,-0.45906025313090193,1.5587847652593172,-0.3364730662739279,-0.8426912848797959,1.924347368514246,0.0,spam_sms,-2.028094884119792,-2.1833647009097192,-1.1031881866431659,0.020777797808134754,-0.3502036670140009,-1.3176710332477288
9107976160,489223,0.4384933371908199,-0.4206878234719262,-0.45906025313090193,-0.2587190623957445,-0.3327773481028691,-0.4464352628947989,-0.5201279060961602,0.0,normal,-2.028094884119792,-2.1833647009097192,-1.1031881866431659,0.020777797808134754,-0.35020292228826194,0.3072466858805169
9117866707,489221,-0.5740765531074906,1.9855477696375674,-0.45906025313090193,1.9222855307903295,-0.3364730662739279,-0.8443396044388017,1.924347368514246,0.0,spam_sms,1.633452973416081,-0.132733359006398,2.0873299986775993,-1.8146234298755652,-0.3502036670140009,-1.3176710332477288
9117866707,489222,5.248200316107796,-0.5866351057553395,-0.45906025313090193,1.286159191111058,-0.33514908527681475,-0.7798883816673857,-0.5201279060961602,0.0,wangiri,1.633452973416081,-0.132733359006398,2.0873299986775993,-1.8146234298755652,8.214146613811634,1.1197058457011617
9117866707,489223,0.18535086461624228,-0.5866351057553395,-0.45906025313090193,-0.5313446365440038,-0.31780470641334124,0.5715668967471904,-0.5201279060961602,0.0,normal,1.633452973416081,-0.132733359006398,2.0873299986775993,-1.8146234298755652,0.7668855000502123,1.1197051392153454
9117866707,489224,-0.06779160795833537,-0.5036614646136329,-0.45906025313090193,-0.5313446365440038,-0.33472988787071295,0.242727144725531,-0.5201279060961602,0.0,normal,1.633452973416081,-0.132733359006398,2.0873299986775993,-1.8146234298755652,-0.3502029222886343,0.30724641506098727
9117866707,489225,-0.06779160795833537,-0.5866351057553395,-0.45906025313090193,-0.6222198279267568,-0.33288206635965034,3.0209697614298268,-0.5201279060961602,0.0,normal,1.633452973416081,-0.132733359006398,2.0873299986775993,-1.8146234298755652,0.39452244436214123,1.1197047329861864
9126372512,489221,-0.5740765531074906,1.9855477696375674,3.5970495890867387,1.9222855307903295,-0.3364730662739279,-0.8459364140115887,1.924347368514246,0.0,spam_sms,-0.00460791021838847,0.42652973423996243,-0.27601680526370836,-0.029971100062139718,-0.3502036670140009,-1.3176710332477288
